PROJECT NAME : BUOYS - EIFFAGE;Day;;Time;Duration;;;;;;;;;
DEVICE NAME : VAGUE;AM;;: VAG;;;;;;;;;;
MEASUREMENT LOCATION :COU;EN;;LOCAT;#VALEUR!;;;;;;;;;
TIMEREF : 30 minutes;: ;;;;;;;;;;;;
TIMESTAMP : UTC time, acquisition start;;;;;;;;;;;;;
DIRECTION : FROM;;;;;;;;;;;;;
NORTH : Magnetique 0,00;;;;;;;;;;;;;
UTC datetime;Date;Month;Time;Duration;Hm0(m);Current;Current criteria;Wave criteria;Work criteria;Working time;Working time;Stby duration;
2022-05-09, 17:09;09;05;17:09;0:30;0,25;0,482;#REF!;0;#REF!;;;#REF!;
2022-05-09, 17:39;09;05;17:39;0:30;0,24;0,478;#REF!;0;#REF!;;;#REF!;
2022-05-09, 18:09;09;05;18:09;0:30;0,22;0,538;#REF!;0;#REF!;;;#REF!;
2022-05-09, 18:40;09;05;18:40;0:31;0,2;0,505;#REF!;0;#REF!;;;#REF!;
2022-05-09, 19:10;09;05;19:10;0:30;0,19;0,487;#REF!;0;#REF!;;;#REF!;
2022-05-09, 19:40;09;05;19:40;0:30;0,19;0,465;#REF!;0;#REF!;;;#REF!;
2022-05-09, 20:10;09;05;20:10;0:30;0,19;0,464;#REF!;0;#REF!;;;#REF!;
2022-05-09, 20:40;09;05;20:40;0:30;0,16;0,431;#REF!;0;#REF!;;;#REF!;
2022-05-09, 21:10;09;05;21:10;0:30;0,17;0,421;#REF!;0;#REF!;;;#REF!;
2022-05-09, 21:40;09;05;21:40;0:30;0,17;0,373;#REF!;0;#REF!;;;#REF!;
2022-05-09, 22:10;09;05;22:10;0:30;0,17;0,319;#REF!;0;#REF!;;;#REF!;
2022-05-09, 22:40;09;05;22:40;0:30;0,16;0,32;#REF!;0;#REF!;;;#REF!;
2022-05-09, 23:10;09;05;23:10;0:30;0,15;0,272;#REF!;0;#REF!;;;#REF!;
2022-05-09, 23:40;09;05;23:40;0:30;0,14;0,245;#REF!;0;#REF!;;;#REF!;
2022-05-10, 00:10;10;05;00:10;0:30;0,15;0,213;#REF!;0;#REF!;;;#REF!;
2022-05-10, 00:40;10;05;00:40;0:30;0,15;0,205;#REF!;0;#REF!;;;#REF!;
2022-05-10, 01:11;10;05;01:11;0:31;0,15;0,18;#REF!;0;#REF!;;;#REF!;
2022-05-10, 01:41;10;05;01:41;0:30;0,14;0,177;#REF!;0;#REF!;;;#REF!;
2022-05-10, 02:11;10;05;02:11;0:30;0,15;0,164;#REF!;0;#REF!;;;#REF!;
2022-05-10, 02:41;10;05;02:41;0:30;0,16;0,171;#REF!;0;#REF!;;;#REF!;
2022-05-10, 03:11;10;05;03:11;0:30;0,16;0,125;#REF!;0;#REF!;;;#REF!;
2022-05-10, 03:41;10;05;03:41;0:30;0,14;0,156;#REF!;0;#REF!;;;#REF!;
2022-05-10, 04:11;10;05;04:11;0:30;0,14;0,133;#REF!;0;#REF!;;;#REF!;
2022-05-10, 04:41;10;05;04:41;0:30;0,13;0,149;#REF!;0;#REF!;;;#REF!;
2022-05-10, 05:11;10;05;05:11;0:30;0,14;0,131;#REF!;0;#REF!;;;#REF!;
2022-05-10, 05:41;10;05;05:41;0:30;0,14;0,308;#REF!;0;#REF!;;;#REF!;
2022-05-10, 06:12;10;05;06:12;0:31;0,16;0,357;#REF!;0;#REF!;;;#REF!;
2022-05-10, 06:42;10;05;06:42;0:30;0,16;0,357;#REF!;0;#REF!;;;#REF!;
2022-05-10, 07:12;10;05;07:12;0:30;0,15;0,326;#REF!;0;#REF!;;;#REF!;
2022-05-10, 07:42;10;05;07:42;0:30;0,14;0,376;#REF!;0;#REF!;;;#REF!;
2022-05-10, 08:12;10;05;08:12;0:30;0,12;0,38;#REF!;0;#REF!;;;#REF!;
2022-05-10, 08:42;10;05;08:42;0:30;0,15;0,43;#REF!;0;#REF!;;;#REF!;
2022-05-10, 09:12;10;05;09:12;0:30;0,15;0,489;#REF!;0;#REF!;;;#REF!;
2022-05-10, 09:42;10;05;09:42;0:30;0,13;0,517;#REF!;0;#REF!;;;#REF!;
2022-05-10, 10:12;10;05;10:12;0:30;0,13;0,521;#REF!;0;#REF!;;;#REF!;
2022-05-10, 10:42;10;05;10:42;0:30;0,13;0,624;#REF!;0;#REF!;;;#REF!;
2022-05-10, 11:12;10;05;11:12;0:30;0,17;0,595;#REF!;0;#REF!;;;#REF!;
2022-05-10, 11:43;10;05;11:43;0:31;0,18;0,749;#REF!;0;#REF!;;;#REF!;
2022-05-10, 12:13;10;05;12:13;0:30;0,2;0,717;#REF!;0;#REF!;;;#REF!;
2022-05-10, 12:43;10;05;12:43;0:30;0,33;0,744;#REF!;0;#REF!;;;#REF!;
2022-05-10, 13:13;10;05;13:13;0:30;0,35;0,762;#REF!;0;#REF!;;;#REF!;
2022-05-10, 13:43;10;05;13:43;0:30;0,33;0,747;#REF!;0;#REF!;;;#REF!;
2022-05-10, 14:13;10;05;14:13;0:30;0,29;0,8;#REF!;0;#REF!;;;#REF!;
2022-05-10, 14:43;10;05;14:43;0:30;0,26;0,756;#REF!;0;#REF!;;;#REF!;
2022-05-10, 15:13;10;05;15:13;0:30;0,3;0,787;#REF!;0;#REF!;;;#REF!;
2022-05-10, 15:43;10;05;15:43;0:30;0,29;0,793;#REF!;0;#REF!;;;#REF!;
2022-05-10, 16:13;10;05;16:13;0:30;0,37;0,796;#REF!;0;#REF!;;;#REF!;
2022-05-10, 16:44;10;05;16:44;0:31;0,46;0,793;#REF!;0;#REF!;;;#REF!;
2022-05-10, 17:14;10;05;17:14;0:30;0,56;0,756;#REF!;0;#REF!;;;#REF!;
2022-05-10, 17:44;10;05;17:44;0:30;0,56;0,687;#REF!;0;#REF!;;;#REF!;
2022-05-10, 18:14;10;05;18:14;0:30;0,54;0,608;#REF!;0;#REF!;;;#REF!;
2022-05-10, 18:44;10;05;18:44;0:30;0,49;0,577;#REF!;0;#REF!;;;#REF!;
2022-05-10, 19:14;10;05;19:14;0:30;0,51;0,54;#REF!;0;#REF!;;;#REF!;
2022-05-10, 19:44;10;05;19:44;0:30;0,46;0,536;#REF!;0;#REF!;;;#REF!;
2022-05-10, 20:14;10;05;20:14;0:30;0,43;0,505;#REF!;0;#REF!;;;#REF!;
2022-05-10, 20:44;10;05;20:44;0:30;0,39;0,441;#REF!;0;#REF!;;;#REF!;
2022-05-10, 21:14;10;05;21:14;0:30;0,39;0,436;#REF!;0;#REF!;;;#REF!;
2022-05-10, 21:45;10;05;21:45;0:31;0,36;0,405;#REF!;0;#REF!;;;#REF!;
2022-05-10, 22:15;10;05;22:15;0:30;0,33;0,455;#REF!;0;#REF!;;;#REF!;
2022-05-10, 22:45;10;05;22:45;0:30;0,3;0,356;#REF!;0;#REF!;;;#REF!;
2022-05-10, 23:15;10;05;23:15;0:30;0,3;0,321;#REF!;0;#REF!;;;#REF!;
2022-05-10, 23:45;10;05;23:45;0:30;0,28;0,269;#REF!;0;#REF!;;;#REF!;
2022-05-11, 00:05;11;05;00:05;0:20;0,27;0,215;#REF!;0;#REF!;;;#REF!;
2022-05-11, 00:35;11;05;00:35;0:30;0,26;0,222;#REF!;0;#REF!;;;#REF!;
2022-05-11, 01:05;11;05;01:05;0:30;0,24;0,143;#REF!;0;#REF!;;;#REF!;
2022-05-11, 01:35;11;05;01:35;0:30;0,24;0,164;#REF!;0;#REF!;;;#REF!;
2022-05-11, 02:05;11;05;02:05;0:30;0,25;0,137;#REF!;0;#REF!;;;#REF!;
2022-05-11, 02:35;11;05;02:35;0:30;0,24;0,083;#REF!;0;#REF!;;;#REF!;
2022-05-11, 03:05;11;05;03:05;0:30;0,24;0,118;#REF!;0;#REF!;;;#REF!;
2022-05-11, 03:35;11;05;03:35;0:30;0,25;0,156;#REF!;0;#REF!;;;#REF!;
2022-05-11, 04:06;11;05;04:06;0:31;0,23;0,282;#REF!;0;#REF!;;;#REF!;
2022-05-11, 04:36;11;05;04:36;0:30;0,23;0,279;#REF!;0;#REF!;;;#REF!;
2022-05-11, 05:06;11;05;05:06;0:30;0,24;0,399;#REF!;0;#REF!;;;#REF!;
2022-05-11, 05:36;11;05;05:36;0:30;0,24;0,43;#REF!;0;#REF!;;;#REF!;
2022-05-11, 06:06;11;05;06:06;0:30;0,22;0,454;#REF!;0;#REF!;;;#REF!;
2022-05-11, 06:36;11;05;06:36;0:30;0,21;0,446;#REF!;0;#REF!;;;#REF!;
2022-05-11, 07:06;11;05;07:06;0:30;0,21;0,454;#REF!;0;#REF!;;;#REF!;
2022-05-11, 07:36;11;05;07:36;0:30;0,28;0,501;#REF!;0;#REF!;;;#REF!;
2022-05-11, 08:06;11;05;08:06;0:30;0,31;0,463;#REF!;0;#REF!;;;#REF!;
2022-05-11, 08:36;11;05;08:36;0:30;0,32;0,467;#REF!;0;#REF!;;;#REF!;
2022-05-11, 09:07;11;05;09:07;0:31;0,34;0,475;#REF!;0;#REF!;;;#REF!;
2022-05-11, 09:37;11;05;09:37;0:30;0,36;0,409;#REF!;0;#REF!;;;#REF!;
2022-05-11, 10:07;11;05;10:07;0:30;0,37;0,361;#REF!;0;#REF!;;;#REF!;
2022-05-11, 10:37;11;05;10:37;0:30;0,33;0,355;#REF!;0;#REF!;;;#REF!;
2022-05-11, 11:07;11;05;11:07;0:30;0,35;0,363;#REF!;0;#REF!;;;#REF!;
2022-05-11, 11:37;11;05;11:37;0:30;0,36;0,329;#REF!;0;#REF!;;;#REF!;
2022-05-11, 12:07;11;05;12:07;0:30;0,38;0,279;#REF!;0;#REF!;;;#REF!;
2022-05-11, 12:37;11;05;12:37;0:30;0,4;0,237;#REF!;0;#REF!;;;#REF!;
2022-05-11, 13:07;11;05;13:07;0:30;0,41;0,217;#REF!;0;#REF!;;;#REF!;
2022-05-11, 13:37;11;05;13:37;0:30;0,42;0,204;#REF!;0;#REF!;;;#REF!;
2022-05-11, 14:08;11;05;14:08;0:31;0,43;0,198;#REF!;0;#REF!;;;#REF!;
2022-05-11, 14:38;11;05;14:38;0:30;0,49;0,135;#REF!;0;#REF!;;;#REF!;
2022-05-11, 15:08;11;05;15:08;0:30;0,5;0,153;#REF!;0;#REF!;;;#REF!;
2022-05-11, 15:38;11;05;15:38;0:30;0,53;0,159;#REF!;0;#REF!;;;#REF!;
2022-05-11, 16:08;11;05;16:08;0:30;0,52;0,107;#REF!;0;#REF!;;;#REF!;
2022-05-11, 16:38;11;05;16:38;0:30;0,58;0,154;#REF!;0;#REF!;;;#REF!;
2022-05-11, 17:08;11;05;17:08;0:30;0,65;0,137;#REF!;0;#REF!;;;#REF!;
2022-05-11, 17:38;11;05;17:38;0:30;0,69;0,183;#REF!;0;#REF!;;;#REF!;
2022-05-11, 18:08;11;05;18:08;0:30;0,68;0,154;#REF!;0;#REF!;;;#REF!;
2022-05-11, 18:38;11;05;18:38;0:30;0,63;0,233;#REF!;0;#REF!;;;#REF!;
2022-05-11, 19:08;11;05;19:08;0:30;0,6;0,288;#REF!;0;#REF!;;;#REF!;
2022-05-11, 19:39;11;05;19:39;0:31;0,6;0,322;#REF!;0;#REF!;;;#REF!;
2022-05-11, 20:09;11;05;20:09;0:30;0,66;0,351;#REF!;0;#REF!;;;#REF!;
2022-05-11, 20:39;11;05;20:39;0:30;0,6;0,363;#REF!;0;#REF!;;;#REF!;
2022-05-11, 21:09;11;05;21:09;0:30;0,63;0,417;#REF!;0;#REF!;;;#REF!;
2022-05-11, 21:39;11;05;21:39;0:30;0,6;0,478;#REF!;0;#REF!;;;#REF!;
2022-05-11, 22:09;11;05;22:09;0:30;0,57;0,572;#REF!;0;#REF!;;;#REF!;
2022-05-11, 22:39;11;05;22:39;0:30;0,55;0,539;#REF!;0;#REF!;;;#REF!;
2022-05-11, 23:09;11;05;23:09;0:30;0,54;0,574;#REF!;0;#REF!;;;#REF!;
2022-05-11, 23:39;11;05;23:39;0:30;0,52;0,648;#REF!;0;#REF!;;;#REF!;
2022-05-12, 00:09;12;05;00:09;0:30;0,55;0,693;#REF!;0;#REF!;;;#REF!;
2022-05-12, 00:39;12;05;00:39;0:30;0,53;0,776;#REF!;0;#REF!;;;#REF!;
2022-05-12, 01:09;12;05;01:09;0:30;0,51;0,832;#REF!;0;#REF!;;;#REF!;
2022-05-12, 01:40;12;05;01:40;0:31;0,52;0,869;#REF!;0;#REF!;;;#REF!;
2022-05-12, 02:10;12;05;02:10;0:30;0,51;0,864;#REF!;0;#REF!;;;#REF!;
2022-05-12, 02:40;12;05;02:40;0:30;0,53;0,903;#REF!;0;#REF!;;;#REF!;
2022-05-12, 03:10;12;05;03:10;0:30;0,51;0,877;#REF!;0;#REF!;;;#REF!;
2022-05-12, 03:40;12;05;03:40;0:30;0,47;0,897;#REF!;0;#REF!;;;#REF!;
2022-05-12, 04:10;12;05;04:10;0:30;0,47;0,849;#REF!;0;#REF!;;;#REF!;
2022-05-12, 04:40;12;05;04:40;0:30;0,44;0,881;#REF!;0;#REF!;;;#REF!;
2022-05-12, 05:10;12;05;05:10;0:30;0,45;0,804;#REF!;0;#REF!;;;#REF!;
2022-05-12, 05:40;12;05;05:40;0:30;0,42;0,747;#REF!;0;#REF!;;;#REF!;
2022-05-12, 06:10;12;05;06:10;0:30;0,38;0,703;#REF!;0;#REF!;;;#REF!;
2022-05-12, 06:41;12;05;06:41;0:31;0,39;0,667;#REF!;0;#REF!;;;#REF!;
2022-05-12, 07:11;12;05;07:11;0:30;0,38;0,624;#REF!;0;#REF!;;;#REF!;
2022-05-12, 07:41;12;05;07:41;0:30;0,36;0,601;#REF!;0;#REF!;;;#REF!;
2022-05-12, 08:11;12;05;08:11;0:30;0,36;0,502;#REF!;0;#REF!;;;#REF!;
2022-05-12, 08:41;12;05;08:41;0:30;0,33;0,479;#REF!;0;#REF!;;;#REF!;
2022-05-12, 09:11;12;05;09:11;0:30;0,34;0,495;#REF!;0;#REF!;;;#REF!;
2022-05-12, 09:41;12;05;09:41;0:30;0,34;0,535;#REF!;0;#REF!;;;#REF!;
2022-05-12, 10:11;12;05;10:11;0:30;0,3;0,439;#REF!;0;#REF!;;;#REF!;
2022-05-12, 10:41;12;05;10:41;0:30;0,29;0,383;#REF!;0;#REF!;;;#REF!;
2022-05-12, 11:11;12;05;11:11;0:30;0,29;0,319;#REF!;0;#REF!;;;#REF!;
2022-05-12, 11:42;12;05;11:42;0:31;0,27;0,342;#REF!;0;#REF!;;;#REF!;
2022-05-12, 12:12;12;05;12:12;0:30;0,29;0,307;#REF!;0;#REF!;;;#REF!;
2022-05-12, 12:42;12;05;12:42;0:30;0,26;0,269;#REF!;0;#REF!;;;#REF!;
2022-05-12, 13:12;12;05;13:12;0:30;0,27;0,241;#REF!;0;#REF!;;;#REF!;
2022-05-12, 13:42;12;05;13:42;0:30;0,28;0,216;#REF!;0;#REF!;;;#REF!;
2022-05-12, 14:12;12;05;14:12;0:30;0,38;0,173;#REF!;0;#REF!;;;#REF!;
2022-05-12, 14:42;12;05;14:42;0:30;0,32;0,137;#REF!;0;#REF!;;;#REF!;
2022-05-12, 15:12;12;05;15:12;0:30;0,29;0,092;#REF!;0;#REF!;;;#REF!;
2022-05-12, 15:42;12;05;15:42;0:30;0,32;0,199;#REF!;0;#REF!;;;#REF!;
2022-05-12, 16:12;12;05;16:12;0:30;0,3;0,234;#REF!;0;#REF!;;;#REF!;
2022-05-12, 16:42;12;05;16:42;0:30;0,28;0,306;#REF!;0;#REF!;;;#REF!;
2022-05-12, 17:13;12;05;17:13;0:31;0,31;0,37;#REF!;0;#REF!;;;#REF!;
2022-05-12, 17:43;12;05;17:43;0:30;0,32;0,469;#REF!;0;#REF!;;;#REF!;
2022-05-12, 18:13;12;05;18:13;0:30;0,32;0,543;#REF!;0;#REF!;;;#REF!;
2022-05-12, 18:43;12;05;18:43;0:30;0,32;0,553;#REF!;0;#REF!;;;#REF!;
2022-05-12, 19:13;12;05;19:13;0:30;0,35;0,544;#REF!;0;#REF!;;;#REF!;
2022-05-12, 19:43;12;05;19:43;0:30;0,35;0,535;#REF!;0;#REF!;;;#REF!;
2022-05-12, 20:13;12;05;20:13;0:30;0,33;0,591;#REF!;0;#REF!;;;#REF!;
2022-05-12, 20:43;12;05;20:43;0:30;0,36;0,535;#REF!;0;#REF!;;;#REF!;
2022-05-12, 21:13;12;05;21:13;0:30;0,31;0,504;#REF!;0;#REF!;;;#REF!;
2022-05-12, 21:43;12;05;21:43;0:30;0,34;0,436;#REF!;0;#REF!;;;#REF!;
2022-05-12, 22:14;12;05;22:14;0:31;0,34;0,422;#REF!;0;#REF!;;;#REF!;
2022-05-12, 22:44;12;05;22:44;0:30;0,35;0,401;#REF!;0;#REF!;;;#REF!;
2022-05-12, 23:14;12;05;23:14;0:30;0,32;0,372;#REF!;0;#REF!;;;#REF!;
2022-05-12, 23:44;12;05;23:44;0:30;0,33;0,268;#REF!;0;#REF!;;;#REF!;
2022-05-13, 00:03;13;05;00:03;0:20;0,37;0,322;#REF!;0;#REF!;;;#REF!;
2022-05-13, 00:33;13;05;00:33;0:30;0,36;0,275;#REF!;0;#REF!;;;#REF!;
2022-05-13, 01:04;13;05;01:04;0:31;0,34;0,263;#REF!;0;#REF!;;;#REF!;
2022-05-13, 01:34;13;05;01:34;0:30;0,37;0,212;#REF!;0;#REF!;;;#REF!;
2022-05-13, 02:04;13;05;02:04;0:30;0,33;0,228;#REF!;0;#REF!;;;#REF!;
2022-05-13, 02:34;13;05;02:34;0:30;0,36;0,177;#REF!;0;#REF!;;;#REF!;
2022-05-13, 03:04;13;05;03:04;0:30;0,37;0,185;#REF!;0;#REF!;;;#REF!;
2022-05-13, 03:34;13;05;03:34;0:30;0,4;0,192;#REF!;0;#REF!;;;#REF!;
2022-05-13, 04:04;13;05;04:04;0:30;0,41;0,201;#REF!;0;#REF!;;;#REF!;
2022-05-13, 04:34;13;05;04:34;0:30;0,4;0,186;#REF!;0;#REF!;;;#REF!;
2022-05-13, 05:04;13;05;05:04;0:30;0,42;0,151;#REF!;0;#REF!;;;#REF!;
2022-05-13, 05:34;13;05;05:34;0:30;0,42;0,191;#REF!;0;#REF!;;;#REF!;
2022-05-13, 06:05;13;05;06:05;0:31;0,43;0,231;#REF!;0;#REF!;;;#REF!;
2022-05-13, 06:35;13;05;06:35;0:30;0,43;0,208;#REF!;0;#REF!;;;#REF!;
2022-05-13, 07:05;13;05;07:05;0:30;0,47;0,309;#REF!;0;#REF!;;;#REF!;
2022-05-13, 07:35;13;05;07:35;0:30;0,48;0,453;#REF!;0;#REF!;;;#REF!;
2022-05-13, 08:05;13;05;08:05;0:30;0,48;0,421;#REF!;0;#REF!;;;#REF!;
2022-05-13, 08:35;13;05;08:35;0:30;0,45;0,478;#REF!;0;#REF!;;;#REF!;
2022-05-13, 09:05;13;05;09:05;0:30;0,42;0,326;#REF!;0;#REF!;;;#REF!;
2022-05-13, 09:35;13;05;09:35;0:30;0,39;0,36;#REF!;0;#REF!;;;#REF!;
2022-05-13, 10:05;13;05;10:05;0:30;0,37;0,442;#REF!;0;#REF!;;;#REF!;
2022-05-13, 10:35;13;05;10:35;0:30;0,33;0,469;#REF!;0;#REF!;;;#REF!;
2022-05-13, 11:06;13;05;11:06;0:31;0,31;0,561;#REF!;0;#REF!;;;#REF!;
2022-05-13, 11:36;13;05;11:36;0:30;0,31;0,628;#REF!;0;#REF!;;;#REF!;
2022-05-13, 12:06;13;05;12:06;0:30;0,29;0,63;#REF!;0;#REF!;;;#REF!;
2022-05-13, 12:36;13;05;12:36;0:30;0,29;0,706;#REF!;0;#REF!;;;#REF!;
2022-05-13, 13:06;13;05;13:06;0:30;0,3;0,805;#REF!;0;#REF!;;;#REF!;
2022-05-13, 13:36;13;05;13:36;0:30;0,32;0,817;#REF!;0;#REF!;;;#REF!;
2022-05-13, 14:06;13;05;14:06;0:30;0,3;0,827;#REF!;0;#REF!;;;#REF!;
2022-05-13, 14:36;13;05;14:36;0:30;0,3;0,817;#REF!;0;#REF!;;;#REF!;
2022-05-13, 15:06;13;05;15:06;0:30;0,3;0,937;#REF!;0;#REF!;;;#REF!;
2022-05-13, 15:36;13;05;15:36;0:30;0,33;0,953;#REF!;0;#REF!;;;#REF!;
2022-05-13, 16:07;13;05;16:07;0:31;0,31;0,924;#REF!;0;#REF!;;;#REF!;
2022-05-13, 16:37;13;05;16:37;0:30;0,31;0,998;#REF!;0;#REF!;;;#REF!;
2022-05-13, 17:07;13;05;17:07;0:30;0,32;0,907;#REF!;0;#REF!;;;#REF!;
2022-05-13, 17:37;13;05;17:37;0:30;0,31;0,928;#REF!;0;#REF!;;;#REF!;
2022-05-13, 18:07;13;05;18:07;0:30;0,31;0,877;#REF!;0;#REF!;;;#REF!;
2022-05-13, 18:37;13;05;18:37;0:30;0,36;0,827;#REF!;0;#REF!;;;#REF!;
2022-05-13, 19:07;13;05;19:07;0:30;0,37;0,782;#REF!;0;#REF!;;;#REF!;
2022-05-13, 19:37;13;05;19:37;0:30;0,38;0,708;#REF!;0;#REF!;;;#REF!;
2022-05-13, 20:07;13;05;20:07;0:30;0,37;0,693;#REF!;0;#REF!;;;#REF!;
2022-05-13, 20:37;13;05;20:37;0:30;0,36;0,643;#REF!;0;#REF!;;;#REF!;
2022-05-13, 21:08;13;05;21:08;0:31;0,34;0,569;#REF!;0;#REF!;;;#REF!;
2022-05-13, 21:38;13;05;21:38;0:30;0,32;0,513;#REF!;0;#REF!;;;#REF!;
2022-05-13, 22:08;13;05;22:08;0:30;0,31;0,507;#REF!;0;#REF!;;;#REF!;
2022-05-13, 22:38;13;05;22:38;0:30;0,28;0,499;#REF!;0;#REF!;;;#REF!;
2022-05-13, 23:08;13;05;23:08;0:30;0,29;0,403;#REF!;0;#REF!;;;#REF!;
2022-05-13, 23:38;13;05;23:38;0:30;0,26;0,44;#REF!;0;#REF!;;;#REF!;
2022-05-14, 00:08;14;05;00:08;0:30;0,27;0,413;#REF!;0;#REF!;;;#REF!;
2022-05-14, 00:38;14;05;00:38;0:30;0,26;0,373;#REF!;0;#REF!;;;#REF!;
2022-05-14, 01:08;14;05;01:08;0:30;0,25;0,33;#REF!;0;#REF!;;;#REF!;
2022-05-14, 01:38;14;05;01:38;0:30;0,24;0,278;#REF!;0;#REF!;;;#REF!;
2022-05-14, 02:08;14;05;02:08;0:30;0,25;0,246;#REF!;0;#REF!;;;#REF!;
2022-05-14, 02:38;14;05;02:38;0:30;0,24;0,223;#REF!;0;#REF!;;;#REF!;
2022-05-14, 03:08;14;05;03:08;0:30;0,24;0,187;#REF!;0;#REF!;;;#REF!;
2022-05-14, 03:39;14;05;03:39;0:31;0,26;0,161;#REF!;0;#REF!;;;#REF!;
2022-05-14, 04:09;14;05;04:09;0:30;0,26;0,073;#REF!;0;#REF!;;;#REF!;
2022-05-14, 04:39;14;05;04:39;0:30;0,27;0,146;#REF!;0;#REF!;;;#REF!;
2022-05-14, 05:09;14;05;05:09;0:30;0,26;0,233;#REF!;0;#REF!;;;#REF!;
2022-05-14, 05:39;14;05;05:39;0:30;0,27;0,295;#REF!;0;#REF!;;;#REF!;
2022-05-14, 06:09;14;05;06:09;0:30;0,27;0,367;#REF!;0;#REF!;;;#REF!;
2022-05-14, 06:39;14;05;06:39;0:30;0,28;0,446;#REF!;0;#REF!;;;#REF!;
2022-05-14, 07:09;14;05;07:09;0:30;0,31;0,511;#REF!;0;#REF!;;;#REF!;
2022-05-14, 07:39;14;05;07:39;0:30;0,28;0,508;#REF!;0;#REF!;;;#REF!;
2022-05-14, 08:09;14;05;08:09;0:30;0,3;0,51;#REF!;0;#REF!;;;#REF!;
2022-05-14, 08:40;14;05;08:40;0:31;0,28;0,501;#REF!;0;#REF!;;;#REF!;
2022-05-14, 09:10;14;05;09:10;0:30;0,26;0,53;#REF!;0;#REF!;;;#REF!;
2022-05-14, 09:40;14;05;09:40;0:30;0,24;0,534;#REF!;0;#REF!;;;#REF!;
2022-05-14, 10:10;14;05;10:10;0:30;0,25;0,512;#REF!;0;#REF!;;;#REF!;
2022-05-14, 10:40;14;05;10:40;0:30;0,24;0,469;#REF!;0;#REF!;;;#REF!;
2022-05-14, 11:10;14;05;11:10;0:30;0,26;0,437;#REF!;0;#REF!;;;#REF!;
2022-05-14, 11:40;14;05;11:40;0:30;0,28;0,399;#REF!;0;#REF!;;;#REF!;
2022-05-14, 12:10;14;05;12:10;0:30;0,28;0,419;#REF!;0;#REF!;;;#REF!;
2022-05-14, 12:40;14;05;12:40;0:30;0,3;0,335;#REF!;0;#REF!;;;#REF!;
2022-05-14, 13:10;14;05;13:10;0:30;0,33;0,306;#REF!;0;#REF!;;;#REF!;
2022-05-14, 13:41;14;05;13:41;0:31;0,34;0,31;#REF!;0;#REF!;;;#REF!;
2022-05-14, 14:11;14;05;14:11;0:30;0,35;0,251;#REF!;0;#REF!;;;#REF!;
2022-05-14, 14:41;14;05;14:41;0:30;0,4;0,185;#REF!;0;#REF!;;;#REF!;
2022-05-14, 15:11;14;05;15:11;0:30;0,49;0,21;#REF!;0;#REF!;;;#REF!;
2022-05-14, 15:41;14;05;15:41;0:30;0,59;0,182;#REF!;0;#REF!;;;#REF!;
2022-05-14, 16:11;14;05;16:11;0:30;0,62;0,194;#REF!;0;#REF!;;;#REF!;
2022-05-14, 16:41;14;05;16:41;0:30;0,67;0,148;#REF!;0;#REF!;;;#REF!;
2022-05-14, 17:11;14;05;17:11;0:30;0,7;0,135;#REF!;0;#REF!;;;#REF!;
2022-05-14, 17:41;14;05;17:41;0:30;0,73;0,182;#REF!;0;#REF!;;;#REF!;
2022-05-14, 18:11;14;05;18:11;0:30;0,93;0,215;#REF!;0;#REF!;;;#REF!;
2022-05-14, 18:41;14;05;18:41;0:30;0,95;0,239;#REF!;0;#REF!;;;#REF!;
2022-05-14, 19:12;14;05;19:12;0:31;0,88;0,164;#REF!;0;#REF!;;;#REF!;
2022-05-14, 19:42;14;05;19:42;0:30;0,84;0,249;#REF!;0;#REF!;;;#REF!;
2022-05-14, 20:12;14;05;20:12;0:30;0,81;0,218;#REF!;0;#REF!;;;#REF!;
2022-05-14, 20:42;14;05;20:42;0:30;0,74;0,259;#REF!;0;#REF!;;;#REF!;
2022-05-14, 21:12;14;05;21:12;0:30;0,71;0,307;#REF!;0;#REF!;;;#REF!;
2022-05-14, 21:42;14;05;21:42;0:30;0,57;0,353;#REF!;0;#REF!;;;#REF!;
2022-05-14, 22:12;14;05;22:12;0:30;0,53;0,334;#REF!;0;#REF!;;;#REF!;
2022-05-14, 22:42;14;05;22:42;0:30;0,49;0,467;#REF!;0;#REF!;;;#REF!;
2022-05-14, 23:12;14;05;23:12;0:30;0,47;0,441;#REF!;0;#REF!;;;#REF!;
2022-05-14, 23:42;14;05;23:42;0:30;0,44;0,533;#REF!;0;#REF!;;;#REF!;
2022-05-15, 00:02;15;05;00:02;0:20;0,43;0,547;#REF!;0;#REF!;;;#REF!;
2022-05-15, 00:32;15;05;00:32;0:30;0,37;0,572;#REF!;0;#REF!;;;#REF!;
2022-05-15, 01:02;15;05;01:02;0:30;0,38;0,709;#REF!;0;#REF!;;;#REF!;
2022-05-15, 01:33;15;05;01:33;0:31;0,37;0,741;#REF!;0;#REF!;;;#REF!;
2022-05-15, 02:03;15;05;02:03;0:30;0,37;0,847;#REF!;0;#REF!;;;#REF!;
2022-05-15, 02:33;15;05;02:33;0:30;0,32;0,896;#REF!;0;#REF!;;;#REF!;
2022-05-15, 03:03;15;05;03:03;0:30;0,3;0,881;#REF!;0;#REF!;;;#REF!;
2022-05-15, 03:33;15;05;03:33;0:30;0,31;0,918;#REF!;0;#REF!;;;#REF!;
2022-05-15, 04:03;15;05;04:03;0:30;0,3;0,952;#REF!;0;#REF!;;;#REF!;
