PROJECT NAME : BUOYS - EIFFAGE;Day;;Time;Duration;;;;;;;;;
DEVICE NAME : VAGUE;AM;;: VAG;;;;;;;;;;
MEASUREMENT LOCATION :COU;EN;;LOCAT;#VALEUR!;;;;;;;;;
TIMEREF : 30 minutes;: ;;;;;;;;;;;;
TIMESTAMP : UTC time, acquisition start;;;;;;;;;;;;;
DIRECTION : FROM;;;;;;;;;;;;;
NORTH : Magnetique 0,00;;;;;;;;;;;;;
UTC datetime;Date;Month;Time;Duration;Hm0(m);Current;Current criteria;Wave criteria;Work criteria;Working time;Working time;Stby duration;
2022-04-20, 20:05;20;04;20:05;0:30;0,79;0,208;0;0;YES;1;1;0:00;
2022-04-20, 20:35;20;04;20:35;0:30;0,84;0,147;0;0;YES;1;1;0:00;
2022-04-20, 21:06;20;04;21:06;0:31;0,88;0,172;0;0;YES;1;1;0:00;
2022-04-20, 21:36;20;04;21:36;0:30;0,9;0,149;0;0;YES;1;1;0:00;
2022-04-20, 22:06;20;04;22:06;0:30;0,91;0,204;0;0;YES;1;1;0:00;
2022-04-20, 22:36;20;04;22:36;0:30;0,86;0,28;0;0;YES;1;0;0:00;
2022-04-20, 23:06;20;04;23:06;0:30;0,8;0,237;0;0;YES;1;0;0:00;
2022-04-20, 23:36;20;04;23:36;0:30;0,83;0,244;0;0;YES;1;0;0:00;
2022-04-21, 00:06;21;04;00:06;0:30;0,82;0,148;0;0;YES;0;1;0:00;
2022-04-21, 00:36;21;04;00:36;0:30;0,79;0,169;0;0;YES;0;1;0:00;
2022-04-21, 01:06;21;04;01:06;0:30;0,75;0,178;0;0;YES;0;1;0:00;
2022-04-21, 01:36;21;04;01:36;0:30;0,75;0,182;0;0;YES;0;1;0:00;
2022-04-21, 02:06;21;04;02:06;0:30;0,66;0,256;0;0;YES;0;1;0:00;
2022-04-21, 02:36;21;04;02:36;0:30;0,62;0,204;0;0;YES;0;1;0:00;
2022-04-21, 03:06;21;04;03:06;0:30;0,52;0,248;0;0;YES;0;1;0:00;
2022-04-21, 03:37;21;04;03:37;0:31;0,56;0,164;0;0;YES;0;1;0:00;
2022-04-21, 04:07;21;04;04:07;0:30;0,56;0,171;0;0;YES;0;1;0:00;
2022-04-21, 04:37;21;04;04:37;0:30;0,51;0,207;0;0;YES;0;1;0:00;
2022-04-21, 05:07;21;04;05:07;0:30;0,5;0,198;0;0;YES;0;1;0:00;
2022-04-21, 05:37;21;04;05:37;0:30;0,54;0,202;0;0;YES;0;1;0:00;
2022-04-21, 06:07;21;04;06:07;0:30;0,51;0,261;0;0;YES;1;1;0:00;
2022-04-21, 06:37;21;04;06:37;0:30;0,51;0,217;0;0;YES;1;1;0:00;
2022-04-21, 07:07;21;04;07:07;0:30;0,49;0,199;0;0;YES;1;1;0:00;
2022-04-21, 07:37;21;04;07:37;0:30;0,46;0,184;0;0;YES;1;1;0:00;
2022-04-21, 08:07;21;04;08:07;0:30;0,49;0,186;0;0;YES;1;1;0:00;
2022-04-21, 08:38;21;04;08:38;0:31;0,45;0,261;0;0;YES;1;1;0:00;
2022-04-21, 09:08;21;04;09:08;0:30;0,41;0,26;0;0;YES;1;1;0:00;
2022-04-21, 09:38;21;04;09:38;0:30;0,42;0,238;0;0;YES;1;1;0:00;
2022-04-21, 10:08;21;04;10:08;0:30;0,42;0,299;0;0;YES;1;1;0:00;
2022-04-21, 10:38;21;04;10:38;0:30;0,44;0,282;0;0;YES;1;1;0:00;
2022-04-21, 11:08;21;04;11:08;0:30;0,45;0,315;0;0;YES;1;1;0:00;
2022-04-21, 11:38;21;04;11:38;0:30;0,44;0,311;0;0;YES;1;1;0:00;
2022-04-21, 12:08;21;04;12:08;0:30;0,47;0,312;0;0;YES;1;1;0:00;
2022-04-21, 12:38;21;04;12:38;0:30;0,45;0,347;0;0;YES;1;1;0:00;
2022-04-21, 13:08;21;04;13:08;0:30;0,47;0,407;0;0;YES;1;1;0:00;
2022-04-21, 13:39;21;04;13:39;0:31;0,48;0,344;0;0;YES;1;1;0:00;
2022-04-21, 14:09;21;04;14:09;0:30;0,47;0,42;0;0;YES;1;1;0:00;
2022-04-21, 14:39;21;04;14:39;0:30;0,56;0,449;0;0;YES;1;1;0:00;
2022-04-21, 15:09;21;04;15:09;0:30;0,69;0,511;0;0;YES;1;1;0:00;
2022-04-21, 15:39;21;04;15:39;0:30;0,81;0,389;0;0;YES;1;1;0:00;
2022-04-21, 16:09;21;04;16:09;0:30;0,92;0,488;0;0;YES;1;1;0:00;
2022-04-21, 16:39;21;04;16:39;0:30;0,92;0,455;0;0;YES;1;1;0:00;
2022-04-21, 17:09;21;04;17:09;0:30;0,92;0,553;0;0;YES;1;1;0:00;
2022-04-21, 17:39;21;04;17:39;0:30;0,96;0,472;0;0;YES;1;1;0:00;
2022-04-21, 18:09;21;04;18:09;0:30;0,98;0,479;0;0;YES;1;1;0:00;
2022-04-21, 18:40;21;04;18:40;0:31;1,02;0,47;0;1;NO;1;1;0:31;
2022-04-21, 19:10;21;04;19:10;0:30;1,1;0,486;0;1;NO;1;1;0:30;
2022-04-21, 19:40;21;04;19:40;0:30;1,19;0,428;0;1;NO;1;1;0:30;
2022-04-21, 20:10;21;04;20:10;0:30;1,22;0,441;0;1;NO;1;1;0:30;
2022-04-21, 20:40;21;04;20:40;0:30;1,28;0,472;0;1;NO;1;1;0:30;
2022-04-21, 21:10;21;04;21:10;0:30;1,3;0,408;0;1;NO;1;1;0:30;
2022-04-21, 21:40;21;04;21:40;0:30;1,39;0,378;0;1;NO;1;1;0:30;
2022-04-21, 22:10;21;04;22:10;0:30;1,39;0,383;0;1;NO;1;1;0:30;
2022-04-21, 22:40;21;04;22:40;0:30;1,36;0,347;0;1;NO;1;0;0:30;
2022-04-21, 23:10;21;04;23:10;0:30;1,54;0,346;0;1;NO;1;0;0:30;
2022-04-21, 23:41;21;04;23:41;0:31;1,43;0,338;0;1;NO;1;0;0:31;
2022-04-22, 00:10;22;04;00:10;0:30;1,39;0,296;0;1;NO;0;1;0:30;
2022-04-22, 00:40;22;04;00:40;0:30;1,29;0,22;0;1;NO;0;1;0:30;
2022-04-22, 01:11;22;04;01:11;0:31;1,34;0,242;0;1;NO;0;1;0:31;
2022-04-22, 01:41;22;04;01:41;0:30;1,26;0,217;0;1;NO;0;1;0:30;
2022-04-22, 02:11;22;04;02:11;0:30;1,19;0,19;0;1;NO;0;1;0:30;
2022-04-22, 02:41;22;04;02:41;0:30;1,15;0,193;0;1;NO;0;1;0:30;
2022-04-22, 03:11;22;04;03:11;0:30;1,06;0,177;0;1;NO;0;1;0:30;
2022-04-22, 03:41;22;04;03:41;0:30;1,07;0,128;0;1;NO;0;1;0:30;
2022-04-22, 04:11;22;04;04:11;0:30;1,03;0,165;0;1;NO;0;1;0:30;
2022-04-22, 04:41;22;04;04:41;0:30;1,01;0,19;0;1;NO;0;1;0:30;
2022-04-22, 05:11;22;04;05:11;0:30;0,99;0,113;0;0;YES;0;1;0:00;
2022-04-22, 05:41;22;04;05:41;0:30;0,95;0,173;0;0;YES;0;1;0:00;
2022-04-22, 06:12;22;04;06:12;0:31;0,93;0,214;0;0;YES;1;1;0:00;
2022-04-22, 06:42;22;04;06:42;0:30;0,98;0,262;0;0;YES;1;1;0:00;
2022-04-22, 07:12;22;04;07:12;0:30;0,97;0,296;0;0;YES;1;1;0:00;
2022-04-22, 07:42;22;04;07:42;0:30;0,89;0,323;0;0;YES;1;1;0:00;
2022-04-22, 08:12;22;04;08:12;0:30;0,96;0,329;0;0;YES;1;1;0:00;
2022-04-22, 08:42;22;04;08:42;0:30;0,93;0,373;0;0;YES;1;1;0:00;
2022-04-22, 09:12;22;04;09:12;0:30;0,98;0,45;0;0;YES;1;1;0:00;
2022-04-22, 09:42;22;04;09:42;0:30;0,86;0,434;0;0;YES;1;1;0:00;
2022-04-22, 10:12;22;04;10:12;0:30;0,86;0,48;0;0;YES;1;1;0:00;
2022-04-22, 10:42;22;04;10:42;0:30;0,9;0,438;0;0;YES;1;1;0:00;
2022-04-22, 11:13;22;04;11:13;0:31;0,94;0,459;0;0;YES;1;1;0:00;
2022-04-22, 11:43;22;04;11:43;0:30;1,04;0,424;0;1;NO;1;1;0:30;
2022-04-22, 12:13;22;04;12:13;0:30;1,26;0,44;0;1;NO;1;1;0:30;
2022-04-22, 12:43;22;04;12:43;0:30;1,39;0,414;0;1;NO;1;1;0:30;
2022-04-22, 13:13;22;04;13:13;0:30;1,25;0,432;0;1;NO;1;1;0:30;
2022-04-22, 13:43;22;04;13:43;0:30;1,25;0,377;0;1;NO;1;1;0:30;
2022-04-22, 14:13;22;04;14:13;0:30;1,39;0,375;0;1;NO;1;1;0:30;
2022-04-22, 14:43;22;04;14:43;0:30;1,4;0,323;0;1;NO;1;1;0:30;
2022-04-22, 15:13;22;04;15:13;0:30;1,23;0,328;0;1;NO;1;1;0:30;
2022-04-22, 15:43;22;04;15:43;0:30;1,22;0,299;0;1;NO;1;1;0:30;
2022-04-22, 16:14;22;04;16:14;0:31;1,24;0,28;0;1;NO;1;1;0:31;
2022-04-22, 16:44;22;04;16:44;0:30;1,16;0,209;0;1;NO;1;1;0:30;
2022-04-22, 17:14;22;04;17:14;0:30;1,3;0,212;0;1;NO;1;1;0:30;
2022-04-22, 17:44;22;04;17:44;0:30;1,26;0,216;0;1;NO;1;1;0:30;
2022-04-22, 18:14;22;04;18:14;0:30;1,25;0,198;0;1;NO;1;1;0:30;
2022-04-22, 18:44;22;04;18:44;0:30;1,37;0,233;0;1;NO;1;1;0:30;
2022-04-22, 19:14;22;04;19:14;0:30;1,32;0,151;0;1;NO;1;1;0:30;
2022-04-22, 19:44;22;04;19:44;0:30;1,41;0,163;0;1;NO;1;1;0:30;
2022-04-22, 20:14;22;04;20:14;0:30;1,47;0,153;0;1;NO;1;1;0:30;
2022-04-22, 20:44;22;04;20:44;0:30;1,4;0,145;0;1;NO;1;1;0:30;
2022-04-22, 21:15;22;04;21:15;0:31;1,31;0,17;0;1;NO;1;1;0:31;
2022-04-22, 21:45;22;04;21:45;0:30;1,24;0,116;0;1;NO;1;1;0:30;
2022-04-22, 22:15;22;04;22:15;0:30;1,25;0,166;0;1;NO;1;1;0:30;
2022-04-22, 22:45;22;04;22:45;0:30;1,18;0,154;0;1;NO;1;0;0:30;
2022-04-22, 23:15;22;04;23:15;0:30;1,23;0,158;0;1;NO;1;0;0:30;
2022-04-22, 23:45;22;04;23:45;0:30;1,24;0,158;0;1;NO;1;0;0:30;
2022-04-23, 00:05;23;04;00:05;0:20;1,18;0,161;0;1;NO;0;1;0:20;
2022-04-23, 00:35;23;04;00:35;0:30;1,28;0,133;0;1;NO;0;1;0:30;
2022-04-23, 01:05;23;04;01:05;0:30;1,16;0,153;0;1;NO;0;1;0:30;
2022-04-23, 01:35;23;04;01:35;0:30;1,22;0,16;0;1;NO;0;1;0:30;
2022-04-23, 02:05;23;04;02:05;0:30;1,02;0,204;0;1;NO;0;1;0:30;
2022-04-23, 02:35;23;04;02:35;0:30;1,05;0,231;0;1;NO;0;1;0:30;
2022-04-23, 03:05;23;04;03:05;0:30;0,99;0,268;0;0;YES;0;1;0:00;
2022-04-23, 03:35;23;04;03:35;0:30;0,94;0,289;0;0;YES;0;1;0:00;
2022-04-23, 04:06;23;04;04:06;0:31;0,86;0,312;0;0;YES;0;1;0:00;
2022-04-23, 04:36;23;04;04:36;0:30;0,83;0,352;0;0;YES;0;1;0:00;
2022-04-23, 05:06;23;04;05:06;0:30;0,78;0,391;0;0;YES;0;1;0:00;
2022-04-23, 05:36;23;04;05:36;0:30;0,79;0,428;0;0;YES;0;1;0:00;
2022-04-23, 06:06;23;04;06:06;0:30;0,77;0,388;0;0;YES;1;1;0:00;
2022-04-23, 06:36;23;04;06:36;0:30;0,7;0,389;0;0;YES;1;1;0:00;
2022-04-23, 07:06;23;04;07:06;0:30;0,7;0,425;0;0;YES;1;1;0:00;
2022-04-23, 07:36;23;04;07:36;0:30;0,79;0,46;0;0;YES;1;1;0:00;
2022-04-23, 08:06;23;04;08:06;0:30;0,76;0,298;0;0;YES;1;1;0:00;
2022-04-23, 08:36;23;04;08:36;0:30;0,85;0,337;0;0;YES;1;1;0:00;
2022-04-23, 09:07;23;04;09:07;0:31;0,86;0,314;0;0;YES;1;1;0:00;
2022-04-23, 09:37;23;04;09:37;0:30;0,84;0,277;0;0;YES;1;1;0:00;
2022-04-23, 10:07;23;04;10:07;0:30;0,86;0,318;0;0;YES;1;1;0:00;
2022-04-23, 10:37;23;04;10:37;0:30;0,87;0,301;0;0;YES;1;1;0:00;
2022-04-23, 11:07;23;04;11:07;0:30;0,99;0,243;0;0;YES;1;1;0:00;
2022-04-23, 11:37;23;04;11:37;0:30;1,02;0,238;0;1;NO;1;1;0:30;
2022-04-23, 12:07;23;04;12:07;0:30;1,1;0,277;0;1;NO;1;1;0:30;
2022-04-23, 12:37;23;04;12:37;0:30;1,24;0,265;0;1;NO;1;1;0:30;
2022-04-23, 13:07;23;04;13:07;0:30;1,38;0,195;0;1;NO;1;1;0:30;
2022-04-23, 13:37;23;04;13:37;0:30;1,48;0,165;0;1;NO;1;1;0:30;
2022-04-23, 14:08;23;04;14:08;0:31;1,63;0,208;0;1;NO;1;1;0:31;
2022-04-23, 14:38;23;04;14:38;0:30;1,47;0,199;0;1;NO;1;1;0:30;
2022-04-23, 15:08;23;04;15:08;0:30;1,66;0,31;0;1;NO;1;1;0:30;
2022-04-23, 15:38;23;04;15:38;0:30;1,58;0,171;0;1;NO;1;1;0:30;
2022-04-23, 16:08;23;04;16:08;0:30;1,67;0,242;0;1;NO;1;1;0:30;
2022-04-23, 16:38;23;04;16:38;0:30;1,58;0,242;0;1;NO;1;1;0:30;
2022-04-23, 17:08;23;04;17:08;0:30;1,65;0,311;0;1;NO;1;1;0:30;
2022-04-23, 17:38;23;04;17:38;0:30;1,46;0,296;0;1;NO;1;1;0:30;
2022-04-23, 18:08;23;04;18:08;0:30;1,61;0,337;0;1;NO;1;1;0:30;
2022-04-23, 18:38;23;04;18:38;0:30;1,71;0,277;0;1;NO;1;1;0:30;
2022-04-23, 19:09;23;04;19:09;0:31;1,65;0,341;0;1;NO;1;1;0:31;
2022-04-23, 19:39;23;04;19:39;0:30;1,82;0,392;0;1;NO;1;1;0:30;
2022-04-23, 20:09;23;04;20:09;0:30;1,63;0,362;0;1;NO;1;1;0:30;
2022-04-23, 20:39;23;04;20:39;0:30;1,65;0,373;0;1;NO;1;1;0:30;
2022-04-23, 21:09;23;04;21:09;0:30;1,41;0,423;0;1;NO;1;1;0:30;
2022-04-23, 21:39;23;04;21:39;0:30;1,46;0,398;0;1;NO;1;1;0:30;
2022-04-23, 22:09;23;04;22:09;0:30;1,35;0,456;0;1;NO;1;1;0:30;
2022-04-23, 22:39;23;04;22:39;0:30;1,13;0,432;0;1;NO;1;0;0:30;
2022-04-23, 23:09;23;04;23:09;0:30;1,16;0,465;0;1;NO;1;0;0:30;
2022-04-23, 23:39;23;04;23:39;0:30;1,14;0,442;0;1;NO;1;0;0:30;
2022-04-24, 00:09;24;04;00:09;0:30;1,08;0,434;0;1;NO;0;1;0:30;
2022-04-24, 00:39;24;04;00:39;0:30;1,09;0,417;0;1;NO;0;1;0:30;
2022-04-24, 01:09;24;04;01:09;0:30;1,01;0,396;0;1;NO;0;1;0:30;
2022-04-24, 01:40;24;04;01:40;0:31;0,95;0,331;0;0;YES;0;1;0:00;
2022-04-24, 02:10;24;04;02:10;0:30;0,86;0,351;0;0;YES;0;1;0:00;
2022-04-24, 02:40;24;04;02:40;0:30;0,83;0,334;0;0;YES;0;1;0:00;
2022-04-24, 03:10;24;04;03:10;0:30;0,78;0,326;0;0;YES;0;1;0:00;
2022-04-24, 03:40;24;04;03:40;0:30;0,78;0,334;0;0;YES;0;1;0:00;
2022-04-24, 04:10;24;04;04:10;0:30;0,7;0,304;0;0;YES;0;1;0:00;
2022-04-24, 04:40;24;04;04:40;0:30;0,69;0,314;0;0;YES;0;1;0:00;
2022-04-24, 05:10;24;04;05:10;0:30;0,69;0,298;0;0;YES;0;1;0:00;
2022-04-24, 05:40;24;04;05:40;0:30;0,63;0,213;0;0;YES;0;1;0:00;
2022-04-24, 06:10;24;04;06:10;0:30;0,59;0,226;0;0;YES;1;1;0:00;
2022-04-24, 06:41;24;04;06:41;0:31;0,55;0,178;0;0;YES;1;1;0:00;
2022-04-24, 07:11;24;04;07:11;0:30;0,66;0,101;0;0;YES;1;1;0:00;
2022-04-24, 07:41;24;04;07:41;0:30;0,66;0,157;0;0;YES;1;1;0:00;
2022-04-24, 08:11;24;04;08:11;0:30;0,71;0,202;0;0;YES;1;1;0:00;
2022-04-24, 08:41;24;04;08:41;0:30;0,75;0,197;0;0;YES;1;1;0:00;
2022-04-24, 09:11;24;04;09:11;0:30;0,91;0,166;0;0;YES;1;1;0:00;
2022-04-24, 09:41;24;04;09:41;0:30;0,98;0,256;0;0;YES;1;1;0:00;
2022-04-24, 10:11;24;04;10:11;0:30;1,06;0,259;0;1;NO;1;1;0:30;
2022-04-24, 10:41;24;04;10:41;0:30;1,09;0,247;0;1;NO;1;1;0:30;
2022-04-24, 11:11;24;04;11:11;0:30;1,06;0,266;0;1;NO;1;1;0:30;
2022-04-24, 11:42;24;04;11:42;0:31;1;0,242;0;1;NO;1;1;0:31;
2022-04-24, 12:12;24;04;12:12;0:30;0,97;0,301;0;0;YES;1;1;0:00;
2022-04-24, 12:42;24;04;12:42;0:30;0,94;0,259;0;0;YES;1;1;0:00;
2022-04-24, 13:12;24;04;13:12;0:30;0,96;0,262;0;0;YES;1;1;0:00;
2022-04-24, 13:42;24;04;13:42;0:30;0,95;0,346;0;0;YES;1;1;0:00;
2022-04-24, 14:12;24;04;14:12;0:30;0,91;0,305;0;0;YES;1;1;0:00;
2022-04-24, 14:42;24;04;14:42;0:30;0,92;0,35;0;0;YES;1;1;0:00;
2022-04-24, 15:12;24;04;15:12;0:30;0,83;0,3;0;0;YES;1;1;0:00;
2022-04-24, 15:42;24;04;15:42;0:30;0,76;0,387;0;0;YES;1;1;0:00;
2022-04-24, 16:12;24;04;16:12;0:30;0,77;0,37;0;0;YES;1;1;0:00;
2022-04-24, 16:43;24;04;16:43;0:31;0,78;0,371;0;0;YES;1;1;0:00;
2022-04-24, 17:13;24;04;17:13;0:30;0,76;0,393;0;0;YES;1;1;0:00;
2022-04-24, 17:43;24;04;17:43;0:30;0,81;0,412;0;0;YES;1;1;0:00;
2022-04-24, 18:13;24;04;18:13;0:30;0,88;0,44;0;0;YES;1;1;0:00;
2022-04-24, 18:43;24;04;18:43;0:30;1;0,391;0;1;NO;1;1;0:30;
2022-04-24, 19:13;24;04;19:13;0:30;1;0,456;0;1;NO;1;1;0:30;
2022-04-24, 19:43;24;04;19:43;0:30;1,15;0,386;0;1;NO;1;1;0:30;
2022-04-24, 20:13;24;04;20:13;0:30;1,17;0,41;0;1;NO;1;1;0:30;
2022-04-24, 20:43;24;04;20:43;0:30;1,21;0,409;0;1;NO;1;1;0:30;
2022-04-24, 21:13;24;04;21:13;0:30;1,16;0,444;0;1;NO;1;1;0:30;
2022-04-24, 21:44;24;04;21:44;0:31;1,2;0,472;0;1;NO;1;1;0:31;
2022-04-24, 22:14;24;04;22:14;0:30;1,28;0,408;0;1;NO;1;1;0:30;
2022-04-24, 22:44;24;04;22:44;0:30;1,24;0,371;0;1;NO;1;0;0:30;
2022-04-24, 23:14;24;04;23:14;0:30;1,3;0,359;0;1;NO;1;0;0:30;
2022-04-24, 23:44;24;04;23:44;0:30;1,26;0,31;0;1;NO;1;0;0:30;
2022-04-25, 00:04;25;04;00:04;0:20;1,21;0,304;0;1;NO;0;1;0:20;
2022-04-25, 00:34;25;04;00:34;0:30;1,28;0,319;0;1;NO;0;1;0:30;
2022-04-25, 01:04;25;04;01:04;0:30;1,28;0,223;0;1;NO;0;1;0:30;
2022-04-25, 01:34;25;04;01:34;0:30;1,24;0,246;0;1;NO;0;1;0:30;
2022-04-25, 02:04;25;04;02:04;0:30;1,21;0,21;0;1;NO;0;1;0:30;
2022-04-25, 02:34;25;04;02:34;0:30;1,11;0,217;0;1;NO;0;1;0:30;
2022-04-25, 03:04;25;04;03:04;0:30;1,15;0,182;0;1;NO;0;1;0:30;
2022-04-25, 03:34;25;04;03:34;0:30;1,1;0,191;0;1;NO;0;1;0:30;
2022-04-25, 04:04;25;04;04:04;0:30;1,13;0,19;0;1;NO;0;1;0:30;
2022-04-25, 04:35;25;04;04:35;0:31;1,12;0,172;0;1;NO;0;1;0:31;
2022-04-25, 05:05;25;04;05:05;0:30;1,07;0,141;0;1;NO;0;1;0:30;
2022-04-25, 05:35;25;04;05:35;0:30;1,06;0,129;0;1;NO;0;1;0:30;
2022-04-25, 06:05;25;04;06:05;0:30;1,09;0,102;0;1;NO;1;1;0:30;
2022-04-25, 06:35;25;04;06:35;0:30;1,06;0,169;0;1;NO;1;1;0:30;
2022-04-25, 07:05;25;04;07:05;0:30;1,05;0,131;0;1;NO;1;1;0:30;
2022-04-25, 07:35;25;04;07:35;0:30;1,03;0,152;0;1;NO;1;1;0:30;
2022-04-25, 08:05;25;04;08:05;0:30;1,08;0,19;0;1;NO;1;1;0:30;
2022-04-25, 08:35;25;04;08:35;0:30;1,11;0,205;0;1;NO;1;1;0:30;
2022-04-25, 09:05;25;04;09:05;0:30;1,14;0,252;0;1;NO;1;1;0:30;
2022-04-25, 09:36;25;04;09:36;0:31;1,16;0,223;0;1;NO;1;1;0:31;
2022-04-25, 10:06;25;04;10:06;0:30;1,08;0,249;0;1;NO;1;1;0:30;
2022-04-25, 10:36;25;04;10:36;0:30;1,12;0,298;0;1;NO;1;1;0:30;
2022-04-25, 11:06;25;04;11:06;0:30;1,13;0,296;0;1;NO;1;1;0:30;
2022-04-25, 11:36;25;04;11:36;0:30;1,13;0,299;0;1;NO;1;1;0:30;
2022-04-25, 12:06;25;04;12:06;0:30;1,15;0,322;0;1;NO;1;1;0:30;
2022-04-25, 12:36;25;04;12:36;0:30;1,11;0,319;0;1;NO;1;1;0:30;
2022-04-25, 13:06;25;04;13:06;0:30;1,04;0,316;0;1;NO;1;1;0:30;
2022-04-25, 13:36;25;04;13:36;0:30;1,01;0,3;0;1;NO;1;1;0:30;
2022-04-25, 14:06;25;04;14:06;0:30;0,94;0,343;0;0;YES;1;1;0:00;
2022-04-25, 14:37;25;04;14:37;0:31;0,92;0,328;0;0;YES;1;1;0:00;
2022-04-25, 15:07;25;04;15:07;0:30;0,9;0,316;0;0;YES;1;1;0:00;
2022-04-25, 15:37;25;04;15:37;0:30;0,8;0,29;0;0;YES;1;1;0:00;
2022-04-25, 16:07;25;04;16:07;0:30;0,82;0,294;0;0;YES;1;1;0:00;
2022-04-25, 16:37;25;04;16:37;0:30;0,82;0,26;0;0;YES;1;1;0:00;
2022-04-25, 17:07;25;04;17:07;0:30;0,75;0,278;0;0;YES;1;1;0:00;
2022-04-25, 17:37;25;04;17:37;0:30;0,66;0,279;0;0;YES;1;1;0:00;
2022-04-25, 18:07;25;04;18:07;0:30;0,65;0,248;0;0;YES;1;1;0:00;
2022-04-25, 18:37;25;04;18:37;0:30;0,6;0,178;0;0;YES;1;1;0:00;
2022-04-25, 19:07;25;04;19:07;0:30;0,55;0,176;0;0;YES;1;1;0:00;
2022-04-25, 19:38;25;04;19:38;0:31;0,5;0,162;0;0;YES;1;1;0:00;
2022-04-25, 20:08;25;04;20:08;0:30;0,48;0,13;0;0;YES;1;1;0:00;
2022-04-25, 20:38;25;04;20:38;0:30;0,49;0,183;0;0;YES;1;1;0:00;
2022-04-25, 21:08;25;04;21:08;0:30;0,47;0,152;0;0;YES;1;1;0:00;
2022-04-25, 21:38;25;04;21:38;0:30;0,5;0,137;0;0;YES;1;1;0:00;
2022-04-25, 22:08;25;04;22:08;0:30;0,46;0,171;0;0;YES;1;1;0:00;
2022-04-25, 22:38;25;04;22:38;0:30;0,47;0,141;0;0;YES;1;0;0:00;
2022-04-25, 23:08;25;04;23:08;0:30;0,47;0,122;0;0;YES;1;0;0:00;
2022-04-25, 23:38;25;04;23:38;0:30;0,51;0,171;0;0;YES;1;0;0:00;
2022-04-26, 00:08;26;04;00:08;0:30;0,49;0,145;0;0;YES;0;1;0:00;
2022-04-26, 00:38;26;04;00:38;0:30;0,49;0,156;0;0;YES;0;1;0:00;
2022-04-26, 01:08;26;04;01:08;0:30;0,55;0,152;0;0;YES;0;1;0:00;
2022-04-26, 01:38;26;04;01:38;0:30;0,58;0,2;0;0;YES;0;1;0:00;
2022-04-26, 02:09;26;04;02:09;0:31;0,6;0,208;0;0;YES;0;1;0:00;
2022-04-26, 02:39;26;04;02:39;0:30;0,68;0,255;0;0;YES;0;1;0:00;
2022-04-26, 03:09;26;04;03:09;0:30;0,69;0,284;0;0;YES;0;1;0:00;
2022-04-26, 03:39;26;04;03:39;0:30;0,72;0,301;0;0;YES;0;1;0:00;
2022-04-26, 04:09;26;04;04:09;0:30;0,74;0,274;0;0;YES;0;1;0:00;
2022-04-26, 04:39;26;04;04:39;0:30;0,81;0,286;0;0;YES;0;1;0:00;
2022-04-26, 05:09;26;04;05:09;0:30;0,86;0,358;0;0;YES;0;1;0:00;
2022-04-26, 05:39;26;04;05:39;0:30;0,88;0,38;0;0;YES;0;1;0:00;
2022-04-26, 06:09;26;04;06:09;0:30;0,92;0,362;0;0;YES;1;1;0:00;
2022-04-26, 06:39;26;04;06:39;0:30;0,98;0,39;0;0;YES;1;1;0:00;
2022-04-26, 07:10;26;04;07:10;0:31;1,03;0,359;0;1;NO;1;1;0:31;
2022-04-26, 07:40;26;04;07:40;0:30;0,95;0,351;0;0;YES;1;1;0:00;
2022-04-26, 08:10;26;04;08:10;0:30;0,89;0,366;0;0;YES;1;1;0:00;
2022-04-26, 08:40;26;04;08:40;0:30;0,83;0,398;0;0;YES;1;1;0:00;
2022-04-26, 09:10;26;04;09:10;0:30;0,85;0,417;0;0;YES;1;1;0:00;
2022-04-26, 09:40;26;04;09:40;0:30;0,85;0,445;0;0;YES;1;1;0:00;
2022-04-26, 10:10;26;04;10:10;0:30;0,88;0,345;0;0;YES;1;1;0:00;
2022-04-26, 10:40;26;04;10:40;0:30;0,93;0,348;0;0;YES;1;1;0:00;
2022-04-26, 11:10;26;04;11:10;0:30;1,03;0,351;0;1;NO;1;1;0:30;
2022-04-26, 11:40;26;04;11:40;0:30;1,12;0,375;0;1;NO;1;1;0:30;
2022-04-26, 12:11;26;04;12:11;0:31;1,12;0,358;0;1;NO;1;1;0:31;
2022-04-26, 12:41;26;04;12:41;0:30;1,17;0,301;0;1;NO;1;1;0:30;
2022-04-26, 13:11;26;04;13:11;0:30;1,21;0,329;0;1;NO;1;1;0:30;
2022-04-26, 13:41;26;04;13:41;0:30;1,21;0,321;0;1;NO;1;1;0:30;
2022-04-26, 14:11;26;04;14:11;0:30;1,31;0,276;0;1;NO;1;1;0:30;
2022-04-26, 14:41;26;04;14:41;0:30;1,18;0,291;0;1;NO;1;1;0:30;
2022-04-26, 15:11;26;04;15:11;0:30;1,39;0,275;0;1;NO;1;1;0:30;
2022-04-26, 15:41;26;04;15:41;0:30;1,29;0,289;0;1;NO;1;1;0:30;
2022-04-26, 16:11;26;04;16:11;0:30;1,44;0,226;0;1;NO;1;1;0:30;
2022-04-26, 16:41;26;04;16:41;0:30;1,49;0,205;0;1;NO;1;1;0:30;
2022-04-26, 17:12;26;04;17:12;0:31;1,49;0,219;0;1;NO;1;1;0:31;
2022-04-26, 17:42;26;04;17:42;0:30;1,5;0,195;0;1;NO;1;1;0:30;
2022-04-26, 18:12;26;04;18:12;0:30;1,47;0,15;0;1;NO;1;1;0:30;
